property_type,society,sector,priceCr,area,bedRoom,bathroom,balcony,study room,servant room,floorNum,agePossession,furnishing_type,luxury_category,UserID,PricePerSquare,Rent,floor_category
flat,aipl zen residences,sector 70a,1.8,1262,2,2,2,0,0,16,Undefined,unfurnished,Low,1,14.26,36,High Floor
flat,m3m woodshire,sector 107,1.16,1236,2,2,3+,0,0,4,Relatively New,unfurnished,Low,1,9.39,23.2,Mid Floor
flat,sare green parc,sector 92,1.09,1300,3,2,2,0,0,20,Undefined,unfurnished,Low,1,8.38,21.8,High Floor
flat,ats tourmaline,sector 109,2.12,1946,3,3,3+,0,1,16,Relatively New,semifurnished,Low,1,10.89,42.4,High Floor
flat,ansal housing highland park,sector 103,1.61,1464,3,3,3+,0,0,2,New Property,unfurnished,Medium,1,11,32.2,Low Floor
flat,godrej oasis,sector 88a,1.22,1452,2,2,2,0,0,6,Relatively New,unfurnished,Medium,1,8.4,24.4,Mid Floor
flat,dlf beverly park,sector 25,10.31,5778,5,5,3+,1,1,2,Old Property,furnished,Low,1,17.84,206.2,Low Floor
flat,sobha city,sector 108,4.83,2120,3,3,2,0,1,16,New Property,unfurnished,Medium,1,22.78,96.6,High Floor
flat,shree vardhman victoria,sector 70,1.38,1222,2,2,3,1,0,8,Relatively New,unfurnished,Medium,1,11.29,27.6,Mid Floor
flat,aipl the peaceful homes,sector 70a,3.25,2127,3,4,3,0,1,8,Relatively New,unfurnished,High,1,15.28,65,Mid Floor
flat,ss the leaf,sector 85,2.49,2400,3,4,3,0,1,7,Relatively New,unfurnished,High,1,10.38,49.8,Mid Floor
flat,ambience creacions,sector 22,3.59,1860,3,3,3,0,0,13,New Property,furnished,High,1,19.3,71.8,High Floor
flat,sbr apartment,manesar,0.88,1526,3,3,3,0,0,2,Moderately Old,unfurnished,Low,1,5.77,17.6,Low Floor
house,independent,sector 2,6.44,3611,6,6,2,0,0,1,Undefined,unfurnished,Low,1,17.83,128.8,Low Floor
flat,vatika gurgaon,sector 83,1.22,1300,2,2,3,0,0,5,Relatively New,semifurnished,Medium,1,9.38,24.4,Mid Floor
flat,mrg skyline,sector 106,2.35,1359,3,2,2,0,0,4,Undefined,unfurnished,Low,1,17.29,47,Mid Floor
flat,m3m skywalk,sector 74,1.98,1200,2,2,3+,0,0,15,Relatively New,unfurnished,Medium,1,16.5,39.6,High Floor
flat,greenopolis,sector 89,1.16,1910,3,3,0,0,0,14,Under Construction,unfurnished,Medium,1,6.07,23.2,High Floor
flat,emaar palm gardens,sector 83,1.78,1350,3,3,3,0,1,5,Relatively New,semifurnished,Low,1,13.19,35.6,Mid Floor
flat,godrej summit,sector 104,1.74,3000,4,5,3+,1,1,0,Relatively New,unfurnished,Medium,1,5.8,34.8,Low Floor
flat,tashee capital gateway,sector 111,1.23,1338,2,2,1,1,0,4,Under Construction,unfurnished,Medium,1,9.19,24.6,Mid Floor
flat,godrej summit,sector 104,0.97,1148,2,2,3,0,0,6,Relatively New,unfurnished,Medium,1,8.45,19.4,Mid Floor
flat,emaar palm gardens,sector 83,2.21,1600,3,3,3,0,1,4,Relatively New,semifurnished,High,1,13.81,44.2,Mid Floor
flat,signature global solera,sector 107,0.49,627,2,2,2,0,0,3,Relatively New,furnished,Low,1,7.81,9.8,Mid Floor
flat,hsiidc sidco aravali,manesar,1.16,1900,3,3,3+,0,1,8,Moderately Old,unfurnished,Low,1,6.11,23.2,Mid Floor
flat,godrej aria,sector 79,1.23,1012,2,2,3,0,0,8,Relatively New,unfurnished,Low,1,12.15,24.6,Mid Floor
flat,m3m woodshire,sector 107,1.92,2137,3,4,3+,0,1,5,Relatively New,semifurnished,High,1,8.98,38.4,Mid Floor
flat,shree vardhman victoria,sector 70,2.06,1527,3,3,3,1,1,10,Relatively New,unfurnished,Low,1,13.49,41.2,Mid Floor
flat,conscient heritage max,sector 102,3.86,3178,4,4,3+,0,0,7,Relatively New,semifurnished,Medium,1,12.15,77.2,Mid Floor
flat,m3m sierra 68,sector 68,1.46,1130,2,2,3,0,0,9,Relatively New,semifurnished,Medium,1,12.92,29.2,Mid Floor
flat,sbr minda sec 1 imt manesar,manesar,0.83,1696,3,2,3+,0,0,6,Moderately Old,unfurnished,Low,1,4.89,16.6,Mid Floor
flat,ireo victory valley,sector 67,3.93,2029,3,3,3+,0,1,21,Relatively New,semifurnished,High,1,19.37,78.6,High Floor
flat,friends apartment,sector 52,2.58,2091,4,3,3,0,1,5,Moderately Old,furnished,Medium,1,12.34,51.6,Mid Floor
flat,sobha city,sector 108,3.74,2003,3,4,2,0,0,8,New Property,unfurnished,Medium,1,18.67,74.8,Mid Floor
house,independent,sector 25,13.52,3618,5,5,3,1,1,3,Moderately Old,unfurnished,Low,1,37.37,270.4,Mid Floor
flat,tulip petals,sector 89,2,1403,3,2,3,0,0,6,Moderately Old,semifurnished,Medium,1,14.26,40,Mid Floor
flat,shri ram apartments,sector 4,0.41,1056,2,2,1,0,0,4,Relatively New,semifurnished,Low,1,3.88,8.2,Mid Floor
flat,sidhartha ncr one phase,sector 95,0.59,990,2,2,0,0,0,6,Undefined,unfurnished,Low,1,5.96,11.8,Mid Floor
flat,mapsko mount ville,sector 79,1.55,1165,3,3,3,1,0,18,Relatively New,semifurnished,High,1,13.3,31,High Floor
flat,conscient one,sector 109,2.19,965,1,1,2,0,0,9,Undefined,unfurnished,Low,1,22.69,43.8,Mid Floor
house,independent,sector 47,1.28,576,1,4,3,0,0,4,Relatively New,unfurnished,Low,1,22.22,25.6,Mid Floor
flat,silverglades hightown residences,sector 43,5.41,2125,3,4,2,0,0,7,Under Construction,unfurnished,Low,1,25.46,108.2,Mid Floor
flat,experion windchants,sector 112,3.86,2600,3,3,2,0,0,2,Relatively New,semifurnished,Low,1,14.85,77.2,Low Floor
house,ss aaron ville,sector 49,8.7,3420,5,4,2,1,1,2,Old Property,unfurnished,Medium,1,25.44,174,Low Floor
flat,emaar mgf palm hills,sector 77,1.61,1611,3,4,3,0,1,1,Relatively New,semifurnished,Medium,1,9.99,32.2,Low Floor
flat,ss the leaf,sector 85,2.56,2398,3,4,3+,0,1,17,Relatively New,semifurnished,High,1,10.68,51.2,High Floor
flat,experion the heartsong,sector 108,2.17,1338.29,3,3,3+,1,1,4,Relatively New,semifurnished,Medium,1,16.21,43.4,Mid Floor
flat,eldeco accolade,sohna road,1,1144,2,2,2,0,0,3,Relatively New,unfurnished,Medium,1,8.74,20,Mid Floor
flat,alpha corp gurgaonone,sector 84,1.92,1833,3,3,3,0,1,6,Relatively New,unfurnished,Low,1,10.47,38.4,Mid Floor
flat,unitech greenwood city,sector 45,3.09,195,3,3,2,0,1,1,New Property,semifurnished,Low,1,158.46,61.8,Low Floor
flat,emaar mgf emerald floors premier,sector 65,3.74,2194,4,4,0,0,0,0,Relatively New,unfurnished,Medium,1,17.05,74.8,Low Floor
flat,experion the heartsong,sector 108,2.95,2779,4,5,3+,0,1,8,Relatively New,semifurnished,Medium,1,10.62,59,Mid Floor
flat,emaar mgf emerald floors premier,sector 65,3.09,1600,3,3,3,1,1,3,Relatively New,semifurnished,Low,1,19.31,61.8,Mid Floor
flat,trisara our homes 3,sohna road,0.43,699,2,2,1,0,0,0,New Property,unfurnished,Low,1,6.15,8.6,Low Floor
flat,imperia the esfera,sector 37,1.11,1593,3,3,2,0,0,0,New Property,unfurnished,Low,1,6.97,22.2,Low Floor
flat,pioneer park,sector 61,2.06,1533,2,2,2,0,1,21,Relatively New,unfurnished,Medium,1,13.44,41.2,High Floor
flat,vatika xpressions,sector 88,1.41,1350,2,4,3+,1,0,2,Under Construction,unfurnished,Medium,1,10.44,28.2,Low Floor
flat,ireo skyon,sector 60,3.93,2300,3,3,3,0,1,9,Relatively New,semifurnished,High,1,17.09,78.6,Mid Floor
flat,signature andour heights,sector 71,0.78,557,2,2,1,0,0,5,Relatively New,unfurnished,Medium,1,14,15.6,Mid Floor
house,vipul tatvam villa,sector 48,10.94,4000,4,5,3+,1,1,2,Moderately Old,semifurnished,Low,1,27.35,218.8,Low Floor
house,independent,sector 9,4.5,2610,9,9,3+,1,0,3,Relatively New,unfurnished,Low,1,17.24,90,Mid Floor
flat,indiabulls enigma,sector 110,4.64,3077,4,5,3,0,1,7,Relatively New,unfurnished,High,1,15.08,92.8,Mid Floor
house,sector 15 part 2 rwa,sector 15,12.88,4518,5,5,2,0,0,2,Old Property,unfurnished,Low,1,28.51,257.6,Low Floor
flat,shree vardhman victoria,sector 70,2.06,2167,3,5,3,0,1,6,Relatively New,unfurnished,High,1,9.51,41.2,Mid Floor
house,independent,sector 10,2.19,900,2,1,2,0,0,2,Old Property,unfurnished,Low,1,24.33,43.8,Low Floor
house,mian wali,sector 12,2.19,1800,1,1,1,0,1,1,Old Property,unfurnished,Low,1,12.17,43.8,Low Floor
flat,dlf the ultima,sector 81,3.03,1550,3,3,3+,1,1,14,Relatively New,furnished,Low,1,19.55,60.6,High Floor
house,international city by sobha phase 2,sector 109,9.02,5400,5,6,2,0,1,2,Relatively New,unfurnished,High,1,16.7,180.4,Low Floor
flat,ramsons kshitij,sector 95,0.24,3569,1,1,1,0,0,14,Relatively New,unfurnished,Low,1,0.67,4.8,High Floor
flat,adani brahma samsara vilasa,sector 63,4.32,2034,3,3,3+,0,0,3,New Property,semifurnished,Low,1,21.24,86.4,Mid Floor
flat,spaze privy,sector 72,3.99,3374,4,5,3+,1,1,8,Moderately Old,unfurnished,Medium,1,11.83,79.8,Mid Floor
flat,paras dews,sector 106,1.41,1186,3,4,3+,0,1,8,Relatively New,semifurnished,High,1,11.89,28.2,Mid Floor
house,dlf city plots,sector 26,5.15,8829,4,3,2,0,0,2,Relatively New,semifurnished,Low,1,5.83,103,Low Floor
flat,adani m2k oyster grande,sector 102,3.21,2600,4,5,3+,0,1,10,Relatively New,semifurnished,High,1,12.35,64.2,Mid Floor
flat,orchid petals,sector 49,2.69,1633,3,3,3,0,0,0,Relatively New,unfurnished,Low,1,16.47,53.8,Low Floor
flat,orchid petals,sector 49,3.03,2030,3,3,3,0,0,15,Relatively New,unfurnished,Low,1,14.93,60.6,High Floor
flat,signature global park,sohna road,0.87,1095,2,2,3,0,0,4,Relatively New,unfurnished,Medium,1,7.95,17.4,Mid Floor
flat,m3m heights,sector 65,2.45,1141,2,2,3,0,0,4,Under Construction,unfurnished,Medium,1,21.47,49,Mid Floor
flat,signature global park,sohna road,0.9,1281,3,3,3,0,0,2,Relatively New,unfurnished,High,1,7.03,18,Low Floor
flat,ild greens,sector 37,1,1068.1,2,2,3,0,0,1,Moderately Old,semifurnished,Medium,1,9.36,20,Low Floor
house,eros rosewood city,sector 49,4.83,1701,3,3,1,0,0,2,Old Property,semifurnished,Low,1,28.4,96.6,Low Floor
flat,godrej habitat,sector 3,1.74,1056,2,2,0,0,0,4,Undefined,unfurnished,Medium,1,16.48,34.8,Mid Floor
flat,krrish provence estate,gwal pahari,7.09,5249,4,5,3+,1,1,11,New Property,unfurnished,High,1,13.51,141.8,High Floor
flat,ireo uptown,sector 66,2.38,1470,2,3,3,0,1,16,Relatively New,semifurnished,Medium,1,16.19,47.6,High Floor
flat,godrej aria,sector 79,1.22,1611,2,2,3,0,0,5,Relatively New,semifurnished,High,1,7.57,24.4,Mid Floor
flat,kendriya vihar,sector 56,0.6,672,1,1,1,0,0,3,Old Property,semifurnished,Medium,1,8.93,12,Mid Floor
flat,m3m heights,sector 65,2.56,1140,2,2,2,0,0,26,Under Construction,unfurnished,Low,1,22.46,51.2,High Floor
flat,corona optus,sector 37,1.61,1350,3,3,3,0,0,4,Relatively New,unfurnished,Low,1,11.93,32.2,Mid Floor
flat,umang winter hills,sector 77,0.97,1140,2,2,2,0,0,8,Relatively New,semifurnished,Medium,1,8.51,19.4,Mid Floor
house,birla navya,sector 63a,4.96,2771,3,3,3+,0,1,4,New Property,semifurnished,High,1,17.9,99.2,Mid Floor
flat,shree vardhman flora,sector 90,1.23,1697,3,4,3,0,1,3,New Property,unfurnished,Medium,1,7.25,24.6,Mid Floor
flat,sunischit apartments,sector 54,2.18,1991,3,3,3+,0,1,5,Old Property,semifurnished,Medium,1,10.95,43.6,Mid Floor
flat,godrej oasis,sector 88a,1.87,1993,3,3,3,0,0,12,Relatively New,unfurnished,Low,1,9.38,37.4,High Floor
house,international city by sobha phase 2,sector 109,8.05,5400,4,4,3+,0,1,2,Relatively New,unfurnished,Medium,1,14.91,161,Low Floor
flat,g l s arawali homes,sohna road,0.33,521,2,2,2,0,0,1,Moderately Old,unfurnished,Low,1,6.33,6.6,Low Floor
flat,ats triumph,sector 104,2.22,2072,3,4,3+,0,1,15,Relatively New,unfurnished,High,1,10.71,44.4,High Floor
flat,central park resort belgravia residences,sector 48,8.05,3200,3,5,3+,0,1,5,Moderately Old,semifurnished,Low,1,25.16,161,Mid Floor
flat,m3m capital,sector 113,3.69,2553,4,4,3+,0,1,3,Under Construction,unfurnished,Medium,1,14.45,73.8,Mid Floor
flat,puri diplomatic greens,sector 111,3.41,2086,3,4,2,0,1,7,Relatively New,semifurnished,High,1,16.35,68.2,Mid Floor
flat,ambience creacions,sector 22,2.12,1200,2,2,2,0,0,9,Relatively New,furnished,Medium,1,17.67,42.4,Mid Floor
flat,dlf regal gardens,sector 90,1.55,1572,3,3,3+,0,0,15,Relatively New,unfurnished,Medium,1,9.86,31,High Floor
house,independent,sector 14,6.44,2250,3,3,3,0,0,1,Moderately Old,unfurnished,Low,1,28.62,128.8,Low Floor
flat,tata primanti,sector 72,4.1,2376,4,5,3+,0,1,20,Relatively New,semifurnished,High,1,17.26,82,High Floor
flat,dlf the ultima,sector 81,2.96,1854,3,4,3+,0,1,18,Relatively New,furnished,High,1,15.97,59.2,High Floor
flat,dlf the ultima,sector 81,2.96,1825,3,4,3+,0,1,27,Relatively New,semifurnished,Medium,1,16.22,59.2,High Floor
flat,dlf new town heights,sector 90,2.26,2468,4,4,3+,0,1,17,Relatively New,unfurnished,Medium,1,9.16,45.2,High Floor
flat,uphaar homes,sector 105,0.58,1056,3,2,1,0,0,1,Relatively New,semifurnished,Low,1,5.49,11.6,Low Floor
flat,orchid petals,sector 49,3.28,2060,3,4,3,1,0,8,Relatively New,semifurnished,Low,1,15.92,65.6,Mid Floor
flat,belgravia resort residences,sector 48,4.45,1869,3,3,3,0,0,14,Undefined,unfurnished,Low,1,23.81,89,High Floor
flat,signature signum 95a,sector 95,0.51,571,2,2,2,0,0,3,New Property,semifurnished,Low,1,8.93,10.2,Mid Floor
flat,dlf the ultima,sector 81,2.85,1881,3,3,3+,0,1,3,Relatively New,furnished,Medium,1,15.15,57,Mid Floor
flat,hero homes,dwarka expressway,2.06,1529,3,3,3,0,0,1,New Property,unfurnished,Low,1,13.47,41.2,Low Floor
house,independent,sector 4,0.78,57,3,3,1,0,0,2,Old Property,unfurnished,Low,1,136.84,15.6,Low Floor
flat,godrej,sector 33,1.22,1253,2,2,3+,0,0,3,Under Construction,unfurnished,Low,1,9.74,24.4,Mid Floor
house,dlf new town heights,sector 86,3.21,3194,4,5,3+,0,1,4,Moderately Old,semifurnished,Low,1,10.05,64.2,Mid Floor
flat,shapoorji pallonji joyville gurugram,sector 102,2.28,1653,3,3,3,0,0,1,Relatively New,unfurnished,High,1,13.79,45.6,Low Floor
flat,tulip ivory,sector 70,2.58,2169,4,5,3+,0,1,7,Moderately Old,semifurnished,High,1,11.89,51.6,Mid Floor
flat,sobha city,sector 108,5.28,2343,4,5,3,1,1,25,New Property,furnished,Medium,1,22.54,105.6,High Floor
flat,mapsko mount ville,sector 79,2.38,1643,3,4,3,0,1,21,New Property,unfurnished,Low,1,14.49,47.6,High Floor
flat,sidhartha ncr one phase,sector 95,0.72,1234,2,2,2,0,0,10,Relatively New,semifurnished,Medium,1,5.83,14.4,Mid Floor
flat,the close north,sector 50,3.86,2357,3,3,3+,0,1,14,Old Property,semifurnished,Medium,1,16.38,77.2,High Floor
flat,pareena laxmi apartments,sector 99,0.41,577,2,2,1,0,0,2,New Property,unfurnished,Low,1,7.11,8.2,Low Floor
flat,pareena coban residences,sector 99,2.01,1807,3,5,3,0,1,4,New Property,unfurnished,Low,1,11.12,40.2,Mid Floor
flat,godrej,sector 79,3.21,2244,3,3,3+,0,0,5,Undefined,unfurnished,Low,1,14.3,64.2,Mid Floor
flat,city shri ram apartments 1,sector 110,0.28,543,2,1,1,0,0,1,Relatively New,unfurnished,Low,1,5.16,5.6,Low Floor
flat,gls arawali homes,sohna road,0.39,711,2,2,2,0,0,4,Relatively New,unfurnished,Low,1,5.49,7.8,Mid Floor
flat,m3m soulitude,sector 89,1.61,1288,3,3,3,1,0,3,New Property,unfurnished,Medium,1,12.5,32.2,Mid Floor
house,dlf city plots,sector 26,17.4,4518,5,5,3,1,1,2,Old Property,semifurnished,Medium,1,38.51,348,Low Floor
house,dlf new town heights,sector 91,3.21,3400,4,4,3+,1,1,3,Moderately Old,semifurnished,Medium,1,9.44,64.2,Mid Floor
house,independent,sector 43,8.37,1836,5,4,3+,0,1,3,Moderately Old,semifurnished,Medium,1,45.59,167.4,Mid Floor
flat,dlf exclusive floors,sector 43,3.03,1527,3,3,2,0,0,1,Old Property,semifurnished,Medium,1,19.84,60.6,Low Floor
flat,parsvnath exotica,sector 53,6.44,3222,3,4,3,0,1,7,Old Property,semifurnished,Low,1,19.99,128.8,Mid Floor
flat,la vida by tata housing,sector 113,3.03,2210,3,3,3,0,1,11,New Property,unfurnished,High,1,13.71,60.6,High Floor
house,independent,sector 7,1.16,900,2,4,3,0,1,3,Old Property,semifurnished,Low,1,12.89,23.2,Mid Floor
flat,emaar palm gardens,sector 83,1.74,1387,3,3,3,0,1,7,Relatively New,unfurnished,Low,1,12.55,34.8,Mid Floor
flat,shree vardhman victoria,sector 70,2.31,1527,3,4,3,0,1,2,New Property,unfurnished,Low,1,15.13,46.2,Low Floor
flat,conscient heritage max,sector 102,2.77,1945,3,4,3,1,1,13,Relatively New,unfurnished,Medium,1,14.24,55.4,High Floor
flat,dlf icon,sector 43,7.47,2801,4,4,3+,0,0,18,Undefined,unfurnished,Low,1,26.67,149.4,High Floor
house,independent,sector 57,6.05,2160,3,3,2,0,1,2,Old Property,unfurnished,Low,1,28.01,121,Low Floor
flat,supertech hues,sector 68,1.16,1311,2,2,2,0,0,1,New Property,unfurnished,Low,1,8.85,23.2,Low Floor
flat,zara aavaas,sector 104,0.51,514,2,2,1,0,0,4,Relatively New,unfurnished,Medium,1,9.92,10.2,Mid Floor
flat,ats tourmaline,sector 109,2.21,1797,3,4,3+,0,1,7,Relatively New,unfurnished,High,1,12.3,44.2,Mid Floor
house,not applicable,sector 4,0.51,432,1,1,1,0,0,1,Moderately Old,unfurnished,Low,1,11.81,10.2,Low Floor
flat,bestech park view sanskruti,sector 92,2,1805,3,4,3,0,1,8,Relatively New,unfurnished,Low,1,11.08,40,Mid Floor
house,nirvana cedar crest,sector 50,5.14,4500,4,5,3+,0,1,4,New Property,semifurnished,Medium,1,11.42,102.8,Mid Floor
flat,bestech park view grand spa,sector 81,2.96,2280,3,4,3+,0,1,7,Relatively New,semifurnished,Low,1,12.98,59.2,Mid Floor
flat,ireo victory valley,sector 67,3.85,2200,3,3,3,0,1,4,Relatively New,semifurnished,Low,1,17.5,77,Mid Floor
flat,emaar mgf emerald floors premier,sector 65,3.6,1650,3,3,2,0,1,3,Relatively New,unfurnished,Medium,1,21.82,72,Mid Floor
flat,residency grand,sector 52,6.44,5200,5,5,3+,0,0,2,Undefined,unfurnished,Low,1,12.38,128.8,Low Floor
flat,ashiana mulberry,sohna road,1.38,1600,3,3,3+,0,0,7,Relatively New,unfurnished,High,1,8.63,27.6,Mid Floor
flat,bestech park view ananda,sector 81,1.87,1352,3,2,3+,0,0,3,Relatively New,unfurnished,Low,1,13.83,37.4,Mid Floor
flat,silverglades the melia,sohna road,1.3,1184,2,2,3,1,0,12,Under Construction,unfurnished,Medium,1,10.98,26,High Floor
house,dlf alameda,sector 73,21.9,9000,5,8,3,1,1,3,Relatively New,furnished,Medium,1,24.33,438,Mid Floor
flat,parsvnath green ville,sector 48,2.06,1700,3,3,3,0,0,13,Old Property,semifurnished,Medium,1,12.12,41.2,High Floor
house,independent,sector 105,0.78,450,3,3,0,0,0,3,Undefined,unfurnished,Low,1,17.33,15.6,Mid Floor
flat,la vida by tata housing,sector 113,3.93,2600,3,4,3,0,1,15,New Property,unfurnished,High,1,15.12,78.6,High Floor
flat,emaar mgf the palm drive,sector 66,5.13,2200,3,4,3+,0,1,2,Moderately Old,semifurnished,Medium,1,23.32,102.6,Low Floor
flat,tulip violet,sector 69,2.26,2056,3,4,2,0,0,0,Relatively New,semifurnished,High,1,10.99,45.2,Low Floor
flat,pioneer urban presidia,sector 62,8.37,3925,4,4,3+,1,0,3,Moderately Old,unfurnished,Medium,1,21.32,167.4,Mid Floor
flat,tulip violet,sector 69,1.85,1428,3,3,2,0,0,1,Relatively New,unfurnished,Medium,1,12.96,37,Low Floor
house,bhim nagar society,sector 6,0.51,1600,4,2,2,0,0,1,Undefined,unfurnished,Low,1,3.19,10.2,Low Floor
flat,whiteland  the aspen,sector 76,4.5,2937,3,4,3,0,0,8,Undefined,unfurnished,Low,1,15.32,90,Mid Floor
flat,emaar imperial gardens,sector 102,2.47,2222,3,3,3,1,1,12,Relatively New,unfurnished,Medium,1,11.12,49.4,High Floor
flat,the new crpf apartments,sector 9,0.97,1433,3,3,3,0,0,6,Old Property,unfurnished,Low,1,6.77,19.4,Mid Floor
flat,breez global heights,sohna road,0.5,720,2,2,2,0,0,3,Relatively New,unfurnished,Low,1,6.94,10,Mid Floor
flat,signature global park,sohna road,0.7,939,2,2,2,0,0,4,Relatively New,unfurnished,High,1,7.45,14,Mid Floor
flat,dlf the ultima,sector 81,3.21,1700,3,3,2,0,1,20,Relatively New,furnished,High,1,18.88,64.2,High Floor
flat,godrej habitat,sector 3,1.61,1161,2,2,3,0,0,14,Under Construction,unfurnished,Low,1,13.87,32.2,High Floor
flat,oriental valley chs,sector 9,1.93,1833,4,3,3+,0,0,8,Relatively New,semifurnished,Low,1,10.53,38.6,Mid Floor
flat,emaar gurgaon greens,sector 102,1.96,1315,3,3,3,0,1,7,Relatively New,semifurnished,Medium,1,14.9,39.2,Mid Floor
flat,vatika gurgaon,sector 83,1.07,1154,2,2,2,0,0,12,Relatively New,unfurnished,High,1,9.27,21.4,High Floor
flat,experion the heartsong,sector 108,3.86,2204.25,4,5,3+,0,1,2,Relatively New,furnished,Medium,1,17.51,77.2,Low Floor
flat,sare crescent parc,sector 92,1.22,1895,4,5,3+,0,0,13,Undefined,unfurnished,Low,1,6.44,24.4,High Floor
flat,pyramid urban homes 2,sector 86,0.64,573,2,2,2,0,0,6,Old Property,unfurnished,Low,1,11.17,12.8,Mid Floor
house,independent,sector 46,4.57,1449,5,4,3+,0,1,3,Moderately Old,semifurnished,Medium,1,31.54,91.4,Mid Floor
flat,housing board colony,sector 51,0.39,80,1,1,0,1,0,0,Moderately Old,unfurnished,Low,1,48.75,7.8,Low Floor
house,independent,sector 57,4.5,1620,4,4,3+,0,0,3,Old Property,semifurnished,Medium,1,27.78,90,Mid Floor
flat,godrej aria,sector 79,2.19,1659,3,4,3+,0,1,6,New Property,unfurnished,Medium,1,13.2,43.8,Mid Floor
flat,dlf park place,sector 54,6.26,1875,3,4,3+,0,1,7,Relatively New,semifurnished,Low,1,33.39,125.2,Mid Floor
flat,sare crescent parc royal greens phase 1,sector 92,0.64,1000,2,2,3,0,0,2,Undefined,unfurnished,Low,1,6.4,12.8,Low Floor
flat,adani m2k oyster grande,sector 102,3.35,2351,3,3,3,1,1,2,Relatively New,unfurnished,Medium,1,14.25,67,Low Floor
flat,emaar gurgaon greens,sector 102,1.8,1413,3,3,3,0,1,9,Relatively New,unfurnished,Low,1,12.74,36,Mid Floor
house,independent,sector 26,24.35,4518,6,8,2,1,1,3,Relatively New,semifurnished,Medium,1,53.9,487,Mid Floor
house,independent,sector 17,4.5,1440,2,6,3+,0,0,3,Undefined,unfurnished,Low,1,31.25,90,Mid Floor
flat,adani m2k oyster grande,sector 102,3.21,2894,4,5,3+,0,1,5,Relatively New,unfurnished,Medium,1,11.09,64.2,Mid Floor
flat,"new colony, gurgaon",sector 7,1.03,1100,3,2,1,0,0,4,Relatively New,semifurnished,Medium,1,9.36,20.6,Mid Floor
flat,hero homes,sector 104,2.26,1529,3,3,3,0,0,2,Under Construction,unfurnished,Low,1,14.78,45.2,Low Floor
flat,mahindra luminare,sector 59,7.47,3361,3,4,3,0,1,16,New Property,semifurnished,Low,1,22.23,149.4,High Floor
flat,awho sispal vihar,sector 49,2.58,2492,4,3,3+,0,0,4,Old Property,unfurnished,Medium,1,10.35,51.6,Mid Floor
flat,ireo the grand arch,sector 58,2.84,1528,2,2,1,0,0,5,Relatively New,semifurnished,Low,1,18.59,56.8,Mid Floor
flat,dlf the ultima,sector 81,4.5,2577,4,5,3+,0,1,7,Relatively New,furnished,High,1,17.46,90,Mid Floor
